,sequence,frame,x,y,player
2628,81,69775,186,200,player_B
2629,82,69793,808,254,player_A
2630,82,69794,840,252,player_A
2631,82,69795,870,250,player_A
2632,82,69796,901,248,player_A
2633,82,69797,930,245,player_A
2634,82,69798,960,242,player_A
2635,82,69799,987,238,player_A
2636,82,69800,1014,234,player_A
2637,82,69801,1039,231,player_A
2638,82,69802,1065,226,player_A
2639,82,69803,1088,222,player_A
2640,82,69804,1112,217,player_A
2641,82,69805,1134,212,player_A
2642,82,69806,1157,206,player_A
2643,82,69807,1178,201,player_A
2644,82,69808,1198,195,player_A
2645,82,69809,1218,194,player_A
2646,82,69810,1236,201,player_A
2647,82,69811,1256,210,player_A
2648,82,69812,1275,218,player_A
2649,82,69813,1292,224,player_A
2650,82,69814,1309,231,player_A
2651,82,69815,1325,238,player_A
2652,82,69816,1342,244,player_A
2653,82,69817,1358,249,player_A
2654,82,69818,1374,254,player_A
2655,82,69819,1389,258,player_A
2656,82,69820,1404,262,player_A
2657,82,69821,1419,266,player_A
2658,83,69853,1016,273,player_B
2659,83,69854,984,267,player_B
2660,83,69855,952,260,player_B
2661,83,69856,920,253,player_B
2662,83,69857,884,244,player_B
2663,83,69858,851,234,player_B
2664,83,69859,819,225,player_B
2665,83,69860,784,215,player_B
2666,83,69861,752,204,player_B
2667,83,69862,718,192,player_B
2668,83,69863,685,181,player_B
2669,83,69864,651,168,player_B
2670,83,69865,619,154,player_B
2671,83,69866,585,142,player_B
2672,83,69867,550,144,player_B
2673,83,69868,512,151,player_B
2674,83,69869,474,158,player_B
2675,83,69870,437,163,player_B
2676,83,69871,396,170,player_B
2677,83,69872,356,175,player_B
2678,83,69873,320,179,player_B
2679,83,69874,281,183,player_B
2680,83,69875,240,187,player_B
2681,83,69876,199,191,player_B
2682,83,69877,162,194,player_B
2683,83,69878,121,195,player_B
2684,84,69896,810,248,player_A
2685,84,69897,841,246,player_A
2686,84,69898,871,244,player_A
2687,84,69899,900,242,player_A
2688,84,69900,930,239,player_A
2689,84,69901,958,236,player_A
2690,84,69902,984,233,player_A
2691,84,69903,1010,229,player_A
2692,84,69904,1035,225,player_A
2693,84,69905,1060,221,player_A
2694,84,69906,1084,216,player_A
2695,84,69907,1106,212,player_A
2696,84,69908,1129,207,player_A
2697,84,69909,1150,202,player_A
2698,84,69910,1171,197,player_A
2699,84,69911,1191,191,player_A
2700,84,69912,1210,190,player_A
2701,84,69913,1229,199,player_A
2702,84,69914,1249,207,player_A
2703,84,69915,1268,215,player_A
2704,84,69916,1286,222,player_A
2705,84,69917,1303,229,player_A
2706,84,69918,1320,234,player_A
2707,84,69919,1337,240,player_A
2708,84,69920,1354,246,player_A
2709,84,69921,1369,250,player_A
2710,84,69922,1384,255,player_A
2711,84,69923,1400,258,player_A
2712,85,69958,995,277,player_B
2713,85,69959,963,272,player_B
2714,85,69960,927,265,player_B
2715,85,69961,898,258,player_B
2716,85,69962,862,248,player_B
2717,85,69963,828,240,player_B
2718,85,69964,796,230,player_B
2719,85,69965,762,221,player_B
2720,85,69966,726,208,player_B
2721,85,69967,693,197,player_B
2722,85,69968,659,185,player_B
2723,85,69969,627,173,player_B
2724,85,69970,592,159,player_B
2725,85,69971,559,145,player_B
2726,85,69972,525,132,player_B
2727,85,69973,489,133,player_B
2728,85,69974,450,140,player_B
2729,85,69975,412,147,player_B
2730,85,69976,368,155,player_B
2731,85,69977,330,160,player_B
2732,85,69978,287,165,player_B
2733,85,69979,248,169,player_B
2734,85,69980,206,174,player_B
2735,85,69981,165,177,player_B
2736,85,69982,132,180,player_B
2737,85,69983,85,184,player_B
2738,85,69984,131,193,player_B
2739,86,70000,796,256,player_A
2740,86,70001,830,256,player_A
2741,86,70002,859,255,player_A
2742,86,70003,891,254,player_A
2743,86,70004,922,252,player_A
2744,86,70005,950,249,player_A
2745,86,70006,978,246,player_A
2746,86,70007,1006,244,player_A
2747,86,70008,1032,240,player_A
2748,86,70009,1058,237,player_A
2749,86,70010,1084,233,player_A
2750,86,70011,1108,230,player_A
2751,86,70012,1131,225,player_A
2752,86,70013,1154,221,player_A
2753,86,70014,1176,216,player_A
2754,86,70015,1197,212,player_A
2755,86,70016,1219,206,player_A
2756,86,70017,1240,201,player_A
2757,86,70018,1258,196,player_A
2758,86,70019,1277,190,player_A
2759,86,70020,1295,190,player_A
2760,86,70021,1313,198,player_A
2761,86,70022,1333,207,player_A
2762,86,70023,1350,214,player_A
2763,86,70024,1367,221,player_A
2764,86,70025,1386,227,player_A
2765,86,70026,1401,232,player_A
2766,86,70027,1418,238,player_A
2767,86,70028,1433,243,player_A
2768,86,70029,1449,248,player_A
2769,86,70030,1465,252,player_A
2770,86,70031,1479,256,player_A
2771,87,70062,1011,288,player_B
2772,87,70063,976,284,player_B
2773,87,70064,942,280,player_B
2774,87,70065,903,274,player_B
2775,87,70066,863,267,player_B
2776,87,70067,828,261,player_B
2777,87,70068,790,253,player_B
2778,87,70069,752,245,player_B
2779,87,70070,717,238,player_B
2780,87,70071,678,228,player_B
2781,87,70072,642,219,player_B
2782,87,70073,600,207,player_B
2783,87,70074,563,196,player_B
2784,87,70075,525,185,player_B
2785,87,70076,489,174,player_B
2786,87,70077,451,160,player_B
2787,87,70078,414,148,player_B
2788,87,70079,378,135,player_B
2789,87,70080,341,122,player_B
2790,87,70081,301,125,player_B
2791,87,70082,260,134,player_B
2792,87,70083,219,141,player_B
2793,87,70084,180,147,player_B
2794,87,70085,136,155,player_B
2795,87,70086,92,161,player_B
2796,87,70087,57,165,player_B
2797,87,70088,73,176,player_B
2798,87,70089,108,182,player_B
2799,87,70090,155,190,player_B
2800,87,70091,197,196,player_B
2801,87,70092,239,202,player_B
2802,88,70108,807,227,player_A
2803,88,70109,836,225,player_A
2804,88,70110,863,223,player_A
2805,88,70111,891,219,player_A
2806,88,70112,916,217,player_A
2807,88,70113,942,214,player_A
2808,88,70114,967,210,player_A
2809,88,70115,991,206,player_A
2810,88,70116,1013,203,player_A
2811,88,70117,1038,198,player_A
2812,88,70118,1060,194,player_A
2813,88,70119,1081,189,player_A
2814,88,70120,1101,184,player_A
2815,88,70121,1122,179,player_A
2816,88,70122,1143,176,player_A
2817,88,70123,1163,184,player_A
2818,88,70124,1182,191,player_A
2819,88,70125,1201,199,player_A
2820,88,70126,1220,206,player_A
2821,88,70127,1238,212,player_A
2822,88,70128,1258,219,player_A
2823,88,70129,1273,225,player_A
2824,88,70130,1290,230,player_A
2825,88,70131,1307,234,player_A
2826,88,70132,1322,239,player_A
2827,88,70133,1339,242,player_A
2828,88,70134,1354,247,player_A
2829,89,70177,986,260,player_B
2830,89,70178,951,254,player_B
2831,89,70179,918,247,player_B
2832,89,70180,880,239,player_B
2833,89,70181,843,230,player_B
2834,89,70182,809,221,player_B
2835,89,70183,768,209,player_B
2836,89,70184,736,199,player_B
2837,89,70185,699,188,player_B
2838,89,70186,663,176,player_B
2839,89,70187,625,162,player_B
2840,89,70188,591,148,player_B
2841,89,70189,554,135,player_B
2842,89,70190,519,121,player_B
2843,89,70191,481,114,player_B
2844,89,70192,440,121,player_B
2845,89,70193,396,127,player_B
2846,89,70194,357,133,player_B
2847,89,70195,307,139,player_B
2848,89,70196,262,143,player_B
2849,89,70197,220,147,player_B
2850,89,70198,171,151,player_B
2851,89,70199,131,152,player_B
2852,89,70200,83,155,player_B
2853,89,70201,36,157,player_B
2854,89,70202,79,169,player_B
2855,90,71181,1228,174,player_B
2856,90,71182,1210,167,player_B
2857,90,71183,1191,160,player_B
2858,90,71184,1173,154,player_B
2859,90,71185,1157,158,player_B
2860,90,71186,1143,164,player_B
2861,90,71187,1128,170,player_B
2862,90,71188,1114,176,player_B
2863,90,71189,1100,181,player_B
2864,90,71190,1085,186,player_B
2865,90,71191,1071,191,player_B
2866,90,71192,1057,195,player_B
2867,90,71193,1042,199,player_B
2868,90,71194,1028,203,player_B
2869,90,71195,1014,207,player_B
2870,90,71196,998,211,player_B
2871,90,71201,927,222,player_B
2872,90,71202,913,223,player_B
2873,90,71203,899,225,player_B
2874,90,71204,885,226,player_B
2875,90,71205,869,226,player_B
2876,90,71206,855,226,player_B
2877,90,71207,842,226,player_B
2878,90,71208,828,226,player_B
2879,90,71209,814,225,player_B
2880,90,71210,800,224,player_B
2881,90,71211,786,223,player_B
2882,90,71212,772,222,player_B
2883,90,71213,759,220,player_B
2884,90,71214,745,218,player_B
2885,90,71215,732,216,player_B
2886,90,71216,718,212,player_B
2887,91,71281,829,252,player_A
2888,91,71282,852,250,player_A
2889,91,71283,875,247,player_A
2890,91,71284,897,244,player_A
2891,91,71285,920,241,player_A
2892,91,71286,942,238,player_A
2893,91,71287,963,234,player_A
2894,91,71288,984,230,player_A
2895,91,71289,1004,226,player_A
2896,91,71290,1024,221,player_A
2897,91,71291,1043,216,player_A
2898,91,71292,1062,212,player_A
2899,91,71293,1081,206,player_A
2900,91,71294,1099,200,player_A
2901,91,71295,1116,194,player_A
2902,91,71296,1133,189,player_A
2903,91,71297,1150,182,player_A
2904,91,71298,1166,183,player_A
2905,91,71299,1182,191,player_A
2906,91,71300,1197,198,player_A
2907,91,71301,1211,204,player_A
2908,91,71302,1226,212,player_A
2909,91,71303,1240,217,player_A
2910,91,71304,1255,223,player_A
2911,91,71305,1269,228,player_A
2912,91,71306,1282,233,player_A
2913,91,71307,1295,238,player_A
2914,91,71308,1308,242,player_A
2915,91,71309,1321,246,player_A
2916,92,71402,794,232,player_A
2917,92,71403,822,230,player_A
2918,92,71404,848,228,player_A
2919,92,71405,875,225,player_A
2920,92,71406,902,222,player_A
2921,92,71407,926,218,player_A
2922,92,71408,952,215,player_A
2923,92,71409,976,210,player_A
2924,92,71410,1000,206,player_A
2925,92,71411,1022,202,player_A
2926,92,71412,1044,197,player_A
2927,92,71413,1066,192,player_A
2928,92,71414,1087,186,player_A
2929,92,71415,1108,181,player_A
2930,92,71416,1127,175,player_A
2931,92,71417,1147,171,player_A
2932,92,71418,1166,177,player_A
2933,92,71419,1185,184,player_A
2934,92,71420,1203,191,player_A
2935,92,71421,1221,198,player_A
2936,92,71422,1238,204,player_A
2937,92,71423,1255,211,player_A
2938,92,71424,1273,216,player_A
2939,92,71425,1289,221,player_A
2940,92,71426,1305,226,player_A
2941,92,71427,1321,230,player_A
2942,92,71428,1338,234,player_A
2943,92,71429,1353,238,player_A
2944,93,71475,996,278,player_B
2945,93,71476,964,274,player_B
2946,93,71477,932,270,player_B
2947,93,71478,903,265,player_B
2948,93,71479,869,259,player_B
2949,93,71480,838,252,player_B
2950,93,71481,806,245,player_B
2951,93,71482,774,238,player_B
2952,93,71483,744,230,player_B
2953,93,71484,714,221,player_B
2954,93,71485,680,212,player_B
2955,93,71486,651,202,player_B
2956,93,71487,622,193,player_B
2957,93,71488,591,183,player_B
2958,93,71489,562,172,player_B
2959,93,71490,532,161,player_B
2960,93,71491,502,149,player_B
2961,93,71492,473,137,player_B
2962,93,71493,442,138,player_B
2963,93,71494,408,146,player_B
2964,93,71495,370,154,player_B
2965,93,71496,336,160,player_B
2966,93,71497,300,166,player_B
2967,93,71498,267,172,player_B
2968,93,71499,230,179,player_B
2969,93,71500,195,183,player_B
2970,93,71501,162,187,player_B
2971,93,71502,131,190,player_B
2972,93,71503,160,200,player_B
2973,93,71504,197,207,player_B
2974,94,71521,802,250,player_A
2975,94,71522,830,248,player_A
2976,94,71523,856,247,player_A
2977,94,71524,883,244,player_A
2978,94,71525,908,241,player_A
2979,94,71526,934,238,player_A
2980,94,71527,958,234,player_A
2981,94,71528,981,231,player_A
2982,94,71529,1004,227,player_A
2983,94,71530,1026,222,player_A
2984,94,71531,1048,218,player_A
2985,94,71532,1069,213,player_A
2986,94,71533,1089,208,player_A
2987,94,71534,1109,203,player_A
2988,94,71535,1129,198,player_A
2989,94,71536,1147,192,player_A
2990,94,71537,1165,189,player_A
2991,94,71538,1183,196,player_A
2992,94,71539,1200,204,player_A
2993,94,71540,1218,211,player_A
2994,94,71541,1234,218,player_A
2995,94,71542,1250,224,player_A
2996,94,71543,1266,229,player_A
2997,94,71544,1281,235,player_A
2998,94,71545,1297,240,player_A
2999,94,71546,1311,245,player_A
3000,94,71547,1326,249,player_A
3001,94,71548,1340,252,player_A
3002,94,71549,1355,257,player_A
3003,95,71589,1011,276,player_B
3004,95,71590,980,271,player_B
3005,95,71591,947,266,player_B
3006,95,71592,915,260,player_B
3007,95,71593,880,252,player_B
3008,95,71594,847,243,player_B
3009,95,71595,815,236,player_B
3010,95,71596,780,227,player_B
3011,95,71597,749,218,player_B
3012,95,71598,714,206,player_B
3013,95,71599,681,195,player_B
3014,95,71600,648,184,player_B
3015,95,71601,617,173,player_B
3016,95,71602,583,160,player_B
3017,95,71603,552,147,player_B
3018,95,71604,517,145,player_B
3019,95,71605,478,153,player_B
3020,95,71606,442,159,player_B
3021,95,71607,401,166,player_B
3022,95,71608,364,170,player_B
3023,95,71609,324,175,player_B
3024,95,71610,285,180,player_B
3025,95,71611,245,183,player_B
3026,95,71612,206,187,player_B
3027,95,71613,169,189,player_B
3028,95,71614,133,191,player_B
3029,95,71615,140,201,player_B
3030,96,71635,832,258,player_A
3031,96,71636,858,257,player_A
3032,96,71637,883,255,player_A
3033,96,71638,910,253,player_A
3034,96,71639,933,250,player_A
3035,96,71640,958,247,player_A
3036,96,71641,981,244,player_A
3037,96,71642,1003,240,player_A
3038,96,71643,1026,237,player_A
3039,96,71644,1047,233,player_A
3040,96,71645,1068,228,player_A
3041,96,71646,1088,223,player_A
3042,96,71647,1108,219,player_A
3043,96,71648,1127,214,player_A
3044,96,71649,1146,209,player_A
3045,96,71650,1165,203,player_A
3046,96,71651,1183,197,player_A
3047,96,71652,1200,192,player_A
3048,96,71653,1217,193,player_A
3049,96,71654,1234,200,player_A
3050,96,71655,1251,208,player_A
3051,96,71656,1267,215,player_A
3052,96,71657,1284,221,player_A
3053,96,71658,1299,227,player_A
3054,96,71659,1314,232,player_A
3055,96,71660,1330,237,player_A
3056,96,71661,1344,242,player_A
3057,96,71662,1359,247,player_A
3058,96,71663,1374,251,player_A
3059,96,71664,1386,254,player_A
3060,97,71702,1006,277,player_B
3061,97,71703,974,272,player_B
3062,97,71704,939,265,player_B
3063,97,71705,909,259,player_B
3064,97,71706,870,250,player_B
3065,97,71707,838,241,player_B
3066,97,71708,804,232,player_B
3067,97,71709,771,223,player_B
3068,97,71710,735,211,player_B
3069,97,71711,702,200,player_B
3070,97,71712,669,189,player_B
3071,97,71713,636,176,player_B
3072,97,71714,601,163,player_B
3073,97,71715,569,149,player_B
3074,97,71716,536,137,player_B
3075,97,71717,500,137,player_B
3076,97,71718,459,144,player_B
3077,97,71719,420,151,player_B
3078,97,71720,374,159,player_B
3079,97,71721,337,163,player_B
3080,97,71722,295,168,player_B
3081,97,71723,253,173,player_B
3082,97,71724,211,177,player_B
3083,97,71725,171,180,player_B
3084,97,71726,129,183,player_B
3085,97,71727,93,184,player_B
3086,97,71728,147,197,player_B
3087,98,71746,809,243,player_A
3088,98,71747,837,241,player_A
3089,98,71748,863,239,player_A
3090,98,71749,890,236,player_A
3091,98,71750,915,233,player_A
3092,98,71751,940,230,player_A
3093,98,71752,964,226,player_A
3094,98,71753,987,223,player_A
3095,98,71754,1009,219,player_A
3096,98,71755,1031,215,player_A
3097,98,71756,1051,210,player_A
3098,98,71757,1074,205,player_A
3099,98,71758,1093,200,player_A
3100,98,71759,1112,195,player_A
3101,98,71760,1131,190,player_A
3102,98,71761,1149,193,player_A
3103,98,71762,1168,201,player_A
3104,98,71763,1185,209,player_A
3105,98,71764,1202,216,player_A
3106,98,71765,1220,223,player_A
3107,98,71766,1236,230,player_A
3108,98,71767,1252,235,player_A
3109,98,71768,1267,241,player_A
3110,98,71769,1283,246,player_A
3111,98,71770,1298,251,player_A
3112,98,71771,1313,255,player_A
3113,98,71772,1327,259,player_A
3114,99,71811,1020,285,player_B
3115,99,71812,987,280,player_B
3116,99,71813,954,275,player_B
3117,99,71814,916,269,player_B
3118,99,71815,881,262,player_B
3119,99,71816,846,253,player_B
3120,99,71817,810,245,player_B
3121,99,71818,773,236,player_B
3122,99,71819,740,226,player_B
3123,99,71820,699,213,player_B
3124,99,71821,665,202,player_B
3125,99,71822,629,191,player_B
3126,99,71823,595,179,player_B
3127,99,71824,558,165,player_B
3128,99,71825,525,152,player_B
3129,99,71826,486,147,player_B
3130,99,71827,445,154,player_B
3131,99,71828,407,159,player_B
3132,99,71829,362,165,player_B
3133,99,71830,320,170,player_B
3134,99,71831,275,174,player_B
3135,99,71832,232,179,player_B
3136,99,71833,188,181,player_B
3137,99,71834,149,184,player_B
3138,99,71835,106,186,player_B
3139,99,71836,74,191,player_B
3140,99,71837,120,200,player_B
3141,100,71856,804,252,player_A
3142,100,71857,833,250,player_A
3143,100,71858,859,248,player_A
3144,100,71859,886,246,player_A
3145,100,71860,913,243,player_A
3146,100,71861,938,240,player_A
3147,100,71862,963,236,player_A
3148,100,71863,987,232,player_A
3149,100,71864,1011,228,player_A
3150,100,71865,1034,224,player_A
3151,100,71866,1056,219,player_A
3152,100,71867,1078,214,player_A
3153,100,71868,1098,209,player_A
3154,100,71869,1120,204,player_A
3155,100,71870,1140,198,player_A
3156,100,71871,1159,192,player_A
3157,100,71872,1178,188,player_A
3158,100,71873,1197,194,player_A
3159,100,71874,1216,202,player_A
3160,100,71875,1234,209,player_A
3161,100,71876,1252,216,player_A
3162,100,71877,1272,224,player_A
3163,100,71878,1288,229,player_A
3164,100,71879,1304,234,player_A
3165,100,71880,1321,239,player_A
3166,100,71881,1338,244,player_A
3167,100,71882,1354,248,player_A
3168,100,71883,1368,252,player_A
3169,100,71884,1384,256,player_A
3170,101,71923,995,286,player_B
3171,101,71924,962,280,player_B
3172,101,71925,928,274,player_B
3173,101,71926,898,269,player_B
3174,101,71927,864,260,player_B
3175,101,71928,832,252,player_B
3176,101,71929,799,244,player_B
3177,101,71930,766,235,player_B
3178,101,71931,736,226,player_B
3179,101,71932,701,214,player_B
3180,101,71933,671,203,player_B
3181,101,71934,639,192,player_B
3182,101,71935,608,181,player_B
3183,101,71936,576,168,player_B
3184,101,71937,546,156,player_B
3185,101,71938,512,157,player_B
3186,101,71939,476,165,player_B
3187,101,71940,439,171,player_B
3188,101,71941,399,178,player_B
3189,101,71942,361,184,player_B
3190,101,71943,324,189,player_B
3191,101,71944,286,193,player_B
3192,101,71945,244,199,player_B
3193,101,71946,208,202,player_B
3194,101,71947,171,206,player_B
3195,101,71948,134,208,player_B
3196,101,71949,99,210,player_B
3197,102,71970,813,257,player_A
3198,102,71971,839,255,player_A
3199,102,71972,863,252,player_A
3200,102,71973,890,249,player_A
3201,102,71974,913,245,player_A
3202,102,71975,935,242,player_A
3203,102,71976,959,238,player_A
3204,102,71977,980,234,player_A
3205,102,71978,1002,230,player_A
3206,102,71979,1022,225,player_A
3207,102,71980,1042,220,player_A
3208,102,71981,1062,215,player_A
3209,102,71982,1080,210,player_A
3210,102,71983,1100,204,player_A
3211,102,71984,1118,200,player_A
3212,102,71985,1135,203,player_A
3213,102,71986,1153,212,player_A
3214,102,71987,1170,219,player_A
3215,102,71988,1186,225,player_A
3216,102,71989,1202,232,player_A
3217,102,71990,1219,238,player_A
3218,102,71991,1234,243,player_A
3219,102,71992,1250,248,player_A
3220,102,71993,1264,253,player_A
3221,102,71994,1279,257,player_A
3222,102,71995,1294,261,player_A
3223,102,71996,1308,265,player_A
3224,103,72033,961,282,player_B
3225,103,72034,939,278,player_B
3226,103,72035,914,273,player_B
3227,103,72036,892,267,player_B
3228,103,72037,869,261,player_B
3229,103,72038,846,254,player_B
3230,103,72039,823,248,player_B
3231,103,72040,800,241,player_B
3232,103,72041,778,233,player_B
3233,103,72042,755,225,player_B
3234,103,72043,734,218,player_B
3235,103,72044,709,208,player_B
3236,103,72045,688,200,player_B
3237,103,72046,666,191,player_B
3238,103,72047,643,181,player_B
3239,103,72048,622,172,player_B
3240,103,72049,599,161,player_B
3241,103,72050,577,155,player_B
3242,103,72051,555,161,player_B
3243,103,72052,533,167,player_B
3244,103,72053,511,174,player_B
3245,103,72054,488,180,player_B
3246,103,72055,468,185,player_B
3247,103,72056,442,191,player_B
3248,103,72057,420,195,player_B
3249,103,72058,398,199,player_B
3250,103,72059,375,204,player_B
3251,103,72060,352,208,player_B
3252,103,72061,330,212,player_B
3253,103,72062,307,214,player_B
3254,104,72094,842,259,player_A
3255,104,72095,863,255,player_A
3256,104,72096,885,251,player_A
3257,104,72097,904,247,player_A
3258,104,72098,925,242,player_A
3259,104,72099,944,238,player_A
3260,104,72100,963,233,player_A
3261,104,72101,981,227,player_A
3262,104,72102,1000,223,player_A
3263,104,72103,1016,217,player_A
3264,104,72104,1033,211,player_A
3265,104,72105,1051,205,player_A
3266,104,72106,1068,199,player_A
3267,104,72107,1083,193,player_A
3268,104,72108,1099,187,player_A
3269,104,72109,1114,189,player_A
3270,104,72110,1129,197,player_A
3271,104,72111,1144,204,player_A
3272,104,72112,1159,212,player_A
3273,104,72113,1173,218,player_A
3274,104,72114,1187,224,player_A
3275,104,72115,1201,231,player_A
3276,104,72116,1215,237,player_A
3277,104,72117,1229,242,player_A
3278,104,72118,1241,247,player_A
3279,104,72119,1254,251,player_A
3280,104,72120,1267,256,player_A
3281,105,72151,980,275,player_B
3282,105,72152,957,271,player_B
3283,105,72153,931,266,player_B
3284,105,72154,909,261,player_B
3285,105,72155,882,255,player_B
3286,105,72156,859,249,player_B
3287,105,72157,834,242,player_B
3288,105,72158,810,235,player_B
3289,105,72159,786,228,player_B
3290,105,72160,762,221,player_B
3291,105,72161,737,212,player_B
3292,105,72162,715,204,player_B
3293,105,72163,690,195,player_B
3294,105,72164,666,186,player_B
3295,105,72165,643,177,player_B
3296,105,72166,621,168,player_B
3297,105,72167,597,157,player_B
3298,105,72168,574,147,player_B
3299,105,72169,553,148,player_B
3300,105,72170,531,156,player_B
3301,105,72171,510,163,player_B
3302,105,72172,489,169,player_B
3303,105,72173,468,175,player_B
3304,105,72174,447,181,player_B
3305,105,72175,424,188,player_B
3306,105,72176,403,192,player_B
3307,105,72177,381,197,player_B
3308,105,72178,360,202,player_B
3309,105,72179,339,206,player_B
3310,105,72180,317,210,player_B
3311,106,72219,808,271,player_A
3312,106,72220,837,268,player_A
3313,106,72221,865,265,player_A
3314,106,72222,893,261,player_A
3315,106,72223,920,256,player_A
3316,106,72224,946,252,player_A
3317,106,72225,972,246,player_A
3318,106,72226,996,241,player_A
3319,106,72227,1018,235,player_A
3320,106,72228,1042,229,player_A
3321,106,72229,1065,223,player_A
3322,106,72230,1086,216,player_A
3323,106,72231,1106,211,player_A
3324,106,72232,1127,204,player_A
3325,106,72233,1147,196,player_A
3326,106,72234,1165,191,player_A
3327,106,72235,1186,198,player_A
3328,106,72236,1208,208,player_A
3329,106,72237,1228,217,player_A
3330,106,72238,1250,225,player_A
3331,106,72239,1269,232,player_A
3332,106,72240,1288,240,player_A
3333,106,72241,1306,247,player_A
3334,106,72242,1324,252,player_A
3335,106,72243,1343,258,player_A
3336,106,72244,1360,263,player_A
3337,106,72245,1377,268,player_A
3338,106,72246,1393,272,player_A
3339,107,72266,988,276,player_B
3340,107,72267,964,273,player_B
3341,107,72268,938,268,player_B
3342,107,72269,915,263,player_B
3343,107,72270,889,258,player_B
3344,107,72271,864,252,player_B
3345,107,72272,839,245,player_B
3346,107,72273,814,239,player_B
3347,107,72274,789,231,player_B
3348,107,72275,764,224,player_B
3349,107,72276,740,217,player_B
3350,107,72277,713,207,player_B
3351,107,72278,688,198,player_B
3352,107,72279,664,189,player_B
3353,107,72280,639,180,player_B
3354,107,72281,614,170,player_B
3355,107,72282,589,159,player_B
3356,107,72283,564,148,player_B
3357,107,72284,540,137,player_B
3358,107,72285,515,126,player_B
3359,107,72286,492,126,player_B
3360,107,72287,468,133,player_B
3361,107,72288,444,139,player_B
3362,107,72289,420,145,player_B
3363,107,72290,398,151,player_B
3364,107,72291,371,157,player_B
3365,107,72292,347,162,player_B
3366,107,72293,323,167,player_B
3367,107,72294,299,171,player_B
3368,107,72295,274,176,player_B
3369,107,72296,249,179,player_B
3370,107,72297,224,183,player_B
3371,108,72338,784,252,player_A
3372,108,72339,822,249,player_A
3373,108,72340,854,246,player_A
3374,108,72341,888,242,player_A
3375,108,72342,921,237,player_A
3376,108,72343,954,231,player_A
3377,108,72344,983,226,player_A
3378,108,72345,1011,220,player_A
3379,108,72346,1038,215,player_A
3380,108,72347,1064,209,player_A
3381,108,72348,1090,202,player_A
3382,108,72349,1114,196,player_A
3383,108,72350,1138,189,player_A
3384,108,72351,1161,182,player_A
3385,108,72352,1183,183,player_A
3386,108,72353,1207,194,player_A
3387,108,72354,1229,204,player_A
3388,108,72355,1252,215,player_A
3389,108,72356,1276,225,player_A
3390,108,72357,1296,233,player_A
3391,108,72358,1316,240,player_A
3392,108,72359,1336,248,player_A
3393,108,72360,1355,255,player_A
3394,108,72361,1373,261,player_A
3395,108,72362,1392,266,player_A
3396,108,72363,1407,271,player_A
3397,109,72386,956,250,player_B
3398,109,72387,933,245,player_B
3399,109,72388,909,239,player_B
3400,109,72389,884,233,player_B
3401,109,72390,861,227,player_B
3402,109,72391,837,220,player_B
3403,109,72392,812,212,player_B
3404,109,72393,789,204,player_B
3405,109,72394,766,197,player_B
3406,109,72395,743,189,player_B
3407,109,72396,717,180,player_B
3408,109,72397,695,171,player_B
3409,109,72398,670,161,player_B
3410,109,72399,647,152,player_B
3411,109,72400,624,142,player_B
3412,109,72401,602,139,player_B
3413,109,72402,581,144,player_B
3414,109,72403,559,151,player_B
3415,109,72404,538,156,player_B
3416,109,72405,516,162,player_B
3417,109,72406,495,167,player_B
3418,109,72407,473,172,player_B
3419,109,72408,453,176,player_B
3420,109,72409,428,182,player_B
3421,109,72410,407,185,player_B
3422,109,72411,386,189,player_B
3423,109,72412,364,192,player_B
3424,109,72413,343,195,player_B
3425,110,72461,782,251,player_A
3426,110,72462,819,250,player_A
3427,110,72463,853,247,player_A
3428,110,72464,887,245,player_A
3429,110,72465,920,241,player_A
3430,110,72466,951,237,player_A
3431,110,72467,981,233,player_A
3432,110,72468,1010,228,player_A
3433,110,72469,1038,224,player_A
3434,110,72470,1065,218,player_A
3435,110,72471,1091,214,player_A
3436,110,72472,1117,208,player_A
3437,110,72473,1141,202,player_A
3438,110,72474,1164,195,player_A
3439,110,72475,1187,189,player_A
3440,110,72476,1210,185,player_A
3441,110,72477,1232,192,player_A
3442,110,72478,1255,201,player_A
3443,110,72479,1278,211,player_A
3444,110,72480,1302,220,player_A
3445,110,72481,1322,227,player_A
3446,110,72482,1343,235,player_A
3447,110,72483,1363,241,player_A
3448,110,72484,1384,248,player_A
3449,110,72485,1402,253,player_A
3450,110,72486,1421,258,player_A
3451,110,72487,1439,262,player_A
3452,111,72509,968,258,player_B
3453,111,72510,941,254,player_B
3454,111,72511,919,250,player_B
3455,111,72512,891,244,player_B
3456,111,72513,866,238,player_B
3457,111,72514,842,232,player_B
3458,111,72515,817,225,player_B
3459,111,72516,791,219,player_B
3460,111,72517,764,211,player_B
3461,111,72518,741,204,player_B
3462,111,72519,715,196,player_B
3463,111,72520,691,188,player_B
3464,111,72521,666,179,player_B
3465,111,72522,641,170,player_B
3466,111,72523,616,161,player_B
3467,111,72524,592,151,player_B
3468,111,72525,568,141,player_B
3469,111,72526,544,132,player_B
3470,111,72527,520,131,player_B
3471,111,72528,498,137,player_B
3472,111,72529,475,144,player_B
3473,111,72530,452,150,player_B
3474,111,72531,430,155,player_B
3475,111,72532,406,161,player_B
3476,111,72533,383,166,player_B
3477,111,72534,359,171,player_B
3478,111,72535,336,175,player_B
3479,111,72536,313,179,player_B
3480,111,72537,290,183,player_B
